CustomerID,Items
356346,['22197J']
143649,"['62018W', '23117T', '71477B']"
174618,['22492E']
84609,['15034D']
184608,['85123AY']
284607,['21787C']
505395,"['23084M', '21135E', '22197J', '84879M', '22492E', '82583N', '84755J', '20668K', '71459J', '82580N', '84347V', '21915K', '21620I', '23203B', '21166I', '21977R', '85106U', '20974J', '84950I', '85099BJ', '82600H', '21498M', '22178V', '22355U', '22578A', '75049LA', '85099FC', '22151L', '21791H', '22577B', '22413V', '22491V', '22489J', '20724F', '23215I', '23310X', '20719E', '22560W', '22991T', '22992G', '21731V', '22086O', '22910D', '84988Y', '84836J', '23230A', '21931F', '22411U', '22741O', '22865Y', '21080R', '23298Q', '23199M', '23201S', '21889K', '21891R', '22610S', '21670S', '21499T', '23204B', '21672A', '21673M', '21700U', '22791E', '21326V', '23232F', '22384W', '21790Y', '22666I', '21232B', '47566Y', '22659F', '21479J', '23209X', '23206T', '23343M', '23205F', '21212D', '22536B', '84945I', '23078Y', '20723U', '23077P', '23076Z', '22493I', '22998M', '22564D', '84946F', '84947R', '22561Z', '84970SL', '84978X', '84991R', '22558H', '16045M', '85049AF', '85099CQ', '22961C', '20725N', '23117T', '20727V', '20728Z', '79000Z']"
405396,['20713F']
205398,['23005J']
305397,['22197J']
194598,['22616B']
294597,"['22489J', '22616B', '22951B', '22998M', '23268O', '17003M', '22417M', '22531M', '20719E', '20724F', '22533C', '22546L', '22355U', '22544C', '22536B', '22693N', '22543G', '22540W', '22418R', '23270T', '22178V', '23293D', '23204B', '22243L', '21976M', '85175B', '20723U', '22356T', '22554P', '21213V', '21731V', '22534C', '84991R', '22029R', '22610S', '22920I', '21975B', '20712E', '23297N', '22555O', '22326L', '84755J', '21124F', '23206T', '84879M', '22336O', '23171H', '22956D', '22335Z', '22337H', '22661W', '23121M', '22470E', '23295P', '21985C', '21982Y', '23345S', '23292K', '23280V', '85099BJ', '23205F', '22158K', '22027K', '22759Z', '22328M', '71459J', '84946F', '22065D', '84929V', '23346H', '20726C', '16045M', '20728Z', '23275I', '23307D', '20972O', '21121C', '23294M', '23230A', '23281Z', '22712N', '22386V', '22384W', '22399O', '21544W', '85099FC', '21874B', '22908G', '21810L', '21122K', '22382I', '20725N', '22086O', '22608F', '22609U', '22469S', '23076Z', '21509I', '21733F', '22383K', '22030B', '35961N', '84508AE', '22466O', '79321V', '22151L', '21703M', '22491V', '22244X', '22551F', '22558H', '22662G', '23310X', '22663L', '22561Z', '22945X', '84978X', '84077K', '21891R', '23122S', '21873C', '23296Z', '22174M', '22197J', '21787C', '23170S', '23232F', '22993E', '21981M', '22385P', '21559P', '23203B', '23327C', '22467G', '22556N', '22601T', '22613A', '22631M', '22078R', '22080D', '22557Z', '20727V', '84945I', '23209X', '22603Q', '22630B', '22866X', '22594A', '47566Y', '22111I', '20971S', '84976S', '21080R', '22984H', '21977R', '23291F', '21507E', '22539E', '15034D', '22996P', '22131I', '22367K', '23078Y', '22714G', '16216D', '21669G', '22037V', '23077P', '72232C', '23119M', '22577B', '22077P', '47593BL', '22865Y', '23123F', '23231J', '22411U', '23290W', '23309L', '22629C', '22379G', '23254E', '22352Z', '23240L', '22333G', '22578A', '22303W', '22302N', '23199M', '22834J', '22219N', '22899Q', '23144I', '22147L', '22571W', '22637S', '20973S', '84836J', '21166I', '20718A', '84406BH', '21915K', '18007N', '21210C', '21561W', '21876I', '85123AY', '84596GP', '84970SL', '84987W', '21385E', '20974J', '21481J', '21485W', '16161PA', '21498M', '22149E', '22301J', '22300C', '84568Z', '22704P', '22779J', '21070F', '23256O', '37370Z', '22231R', '22745M', '21068Y', '21066X', '22304I', '21830E', '22741O', '22507V', '23245W', '22331U', '21506J', '21429E', '84949O', '21390P', '21499T', '84997BG', '22460J', '22423U', '21326V', '21260A', '21154F', '22585G', '21240N', '21238G', '21232B', '21218O', '21650J', '21174F', '21156K', '84692Z', '22508O', '84375E', '22969Z', '85172L', '22961C', '22892Z', '23158A', '22898W', '84029EX', '21889K', '22904F', '23108J', '20677D', '75049LA', '22129R', '85212R', '20676O', '20675E', '22963K', '22962X', '22045U', '22992G', '85150Z', '21988M', '23192L', '23200Y', '21936G', '21931F', '16218Y', '22814E', '23201S', '22780U', '16237N', '22579W', '21430A', '23322J', '21242V', '23344R', '23120O', '22530D', '21231K', '23083I', '23103F', '10133M', '16156SH', '21937S', '16169EL', '22564D', '22563R', '22614B', '23374A', '22560W', '84997DC', '22986P', '22964E', '22570W', '23298Q', '16259V', '22856A', '20750C', '23174D', '22711H', '23175H', '22818I', '22816Q', '22716A', '22726C', '23236J', '23233W', '22804V', '20984B', '22771L', '22774I', '20977U', '23255L', '22708V', '21207W', '22867O', '23306Z', '23301G', '22633V', '21192D', '22944W', '85049GC', '20717I', '23289K', '22646J', '85178F', '21137F', '21136P', '21094A', '21086B', '21078I', '82580N', '22567D', '22175U', '84029GV', '21558V', '72818G', '22398K', '21563N', '22047L', '22075W', '84313CE', '22381J', '72802AK', '21621T', '22245R', '48184N', '35970L', '22100W', '21668N', '22297H', '23581R', '22098N', '22346F', '22345K', '22344M', '22343N', '22083G', '21670S', '21884K', '21881M', '22087E', '22090X', '22094G', '84535AT', '21790Y', '21929W', '21811V', '47503AN', '22494U', '22492E', '82552M', '21934D', '23445C', '21983K', '21930O', '21987U', '21508L', '22128V', '46000SJ', '22435K', '21704M', '21928E', '22028K', '22025A', '22035X', '21500P', '47591DY', '22416F']"
95409,"['22969Z', '23288S', '23285I', '23286O', '22952P', '23243L', '22469S', '22470E', '21733F', '23507E', '23510V', '22978F', '22909Z', '23378J', '21981M', '20713F', '21918L', '23381G', '23340L', '22979P', '23380Y', '22096G', '22722E', '16045M', '21916D', '22615Z', '22094G', '22117N', '21175V', '22720A', '21982Y', '22666I', '22539E', '22029R', '22631M', '22728B', '40016U', '21086B', '20973S', '21975B', '22993E', '22540W', '22992G', '85099BJ', '22541B', '22556N', '22991T', '22989L', '21181K', '22065D', '22151L', '22620B', '23230A', '22651T', '22730Z', '23270T', '22960K', '21166I', '22783G', '22966E', '22273M', '16156SH', '35095BN', '35095AT', '22045U', '22030B', '21703M', '22963K', '22102P', '22741O', '23309L', '22714G', '22950F', '23117T', '22027K', '22988D', '23199M', '21497K', '22750S', '23206T', '21931F', '21984W', '23231J', '21210C', '23232F', '21213V', '22024W', '22715M', '22659F', '22103E', '20971S', '79190BW', '20724F', '20725N', '82583N', '72232C', '22617A', '17096D', '22178V', '22629C', '22386V', '84992D', '22555O', '22355U', '85099FC', '22243L', '22028K', '20711L', '22554P', '85230EY', '20676O', '21243M', '23159Q', '82582N', '85175B', '21791H', '22907C', '22271R', '82600H', '23308G', '22356T', '22546L', '22951B', '21509I', '84929V', '21508L', '22417M', '21218O', '84946F', '22980U', '21914B', '22382I', '21506J', '23204B', '21498M', '20668K', '21673M', '22749K', '23535V', '21137F', '22726C', '23526G', '22077P', '21094A', '21080R', '22775S', '23534D', '20726C', '22713C', '22708V', '22046Q']"
185418,"['23084M', '22065D', '84077K', '22197J']"
14580,['22616B']
314577,"['23293D', '22610S', '23297N', '22998M', '23295P', '23203B', '23294M', '22609U', '21731V', '23345S', '23296Z', '20712E', '23346H', '23240L', '22950F', '21703M', '22326L', '22608F', '23307D', '84879M', '23209X', '22489J', '22910D', '23201S', '22578A', '22959R', '23171H', '84596GP', '16045M', '22630B', '21098K', '23236J', '22920I', '21884K', '84508AE', '23230A', '37370Z', '23121M', '20719E', '21881M', '15036Z', '21928E', '22544C', '22952P', '23245W', '23122S', '22418R', '22411U', '22086O', '23120O', '23200Y', '22460J', '20974J', '21896V', '22741O', '22467G', '22477A', '21790Y', '23199M', '22577B', '22940N', '22478H', '23310X', '21650J', '23287L', '85099CQ', '22479R', '23309L', '22386V', '20728Z', '23205F', '84755J', '21390P', '23078Y', '23076Z', '21929W', '21898V', '21154F', '22961C', '47503AN', '23234A', '23326S', '23344R', '23353X', '23306Z', '21481J', '23292K', '21326V', '23144I', '21121C', '23545U', '23550P', '23202Z', '23170S', '21876I', '22996P', '23328X', '16161PA', '84970SL', '17084RT', '20668K', '22534C', '22043M', '21069U', '84991R', '22355U', '22712N', '22047L', '82552M', '22951B', '79321V', '22458G', '20724F', '21977R', '75178B', '22127Y']"
245457,['22065D']
145458,"['21977R', '21212D']"
434466,"['22740K', '21212D', '21977R', '21915K', '22266W', '22328M', '21620I', '22595D', '84991R', '21213V', '84879M', '21975B', '85078B', '85204U', '21891R', '22086O', '35923D', '21121C', '22161W', '22551F', '16045M', '21874B', '22630B', '23268O', '23210F', '23212C', '84755J', '22741O', '22489J', '20719E', '22287S', '23293D', '20724F', '71459J', '22629C', '22469S', '85123AY', '22286L', '84978X', '23203B', '22578A', '22610S', '22111I', '22952P', '22197J', '21873C', '22355U', '22712N', '22637S', '23115D', '23263V', '22554P', '22244X', '22245R', '23297N', '23310X', '22065D', '22268P', '22269G', '23295P', '23307D', '22714G', '20974J', '22267I', '84950I', '84077K', '16218Y', '16161PA', '22470E', '21889K', '21976M', '21733F', '22950F', '21876I', '22417M', '20723U', '22951B', '16219C', '22326L', '22508O', '22961C', '85194SR', '22507V']"
234468,"['84992D', '21977R', '16156SH', '22710N', '22197J', '22713C', '21497K', '23232F', '21915K', '21506J', '21213V', '21975B', '22470E', '22469S', '16161UB', '22030B', '21891R', '23233W', '21733F', '84991R', '22045U', '23230A', '22029R', '22985B', '85099BJ', '47566BG', '85099FC', '21498M', '84755J', '71459J', '23117T', '21499T', '22970T', '22998M', '16008I', '22178V', '22969Z', '22189I', '22065D', '22417M', '23231J', '22489J', '20724F', '23203B', '79321V', '22386V', '22618S', '21166I', '22086O', '22379G', '21700U', '22951B', '75049LA', '22741O', '21135E', '22243L', '23199M', '21500P', '21181K', '23270T', '23206T', '20723U', '20725N', '22151L', '22988D', '84945I', '22652D', '20728Z', '21984W', '22834J', '22702X', '21980L', '22704P', '16161PA', '84212C', '22659F', '22983O']"
134469,['17096D']
34470,['22998M']
265527,"['85099BJ', '21787C', '85099FC', '22740K', '22386V', '22759Z', '21212D', '22266W', '22379G', '22629C', '22866X', '22865Y', '84946F', '23167J', '85078B', '22178V', '22659F', '23199M', '85099CQ', '22630B', '22381J', '21915K', '21891R', '22633V', '22086O', '85204U', '84947R', '21928E', '84879M', '21181K', '20724F', '22385P', '23209X', '22161W', '22727B', '20725N', '22961C', '22632O', '21931F', '21121C', '84929V', '84945I', '22985B', '35923D', '23170S', '22741O', '21929W', '22423U', '22551F', '21918L', '23201S', '23210F', '20712E', '22151L', '23206T', '22149E', '22411U', '16045M', '22555O', '23171H', '71459J', '71477B', '22791E', '22383K', '21980L', '22355U', '85152E', '48111G', '22728B', '23212C', '21497K', '20711L', '84755J', '22294U', '23172Q', '23202Z', '23200Y', '23204B', '23205F', '22418R', '21108Z', '20728Z', '47591DY', '22983O', '23268O', '22457C', '23245W', '22646J', '22384W', '23497Q', '84978X', '22988D', '20719E', '21790Y', '21080R', '22578A', '21094A', '22030B', '22287S', '22554P', '47566Y', '23344R', '23263V', '23203B', '23498F', '23552T', '23225T', '22726C', '22993E', '22699D', '16161PA', '21984W', '21500P', '84991R', '84997BG', '84997CQ', '21498M', '20723U', '20727V', '84988Y', '82482D', '22267I', '22268P', '21703M', '72741B', '22286L', '21985C', '22652D', '90057R', '84992D', '21830E', '22553Q', '23310X', '21509I', '22558H', '21380E', '21156K', '21232B', '22326L', '85194SR', '16259V', '22338I', '23231J', '16237N', '22900U', '23313G', '21213V', '22348L', '22610S', '21982Y', '22367K', '22417M', '23084M', '22692J', '20718A', '20963G', '84029EX', '21428B', '79321V', '23174D', '22142B', '22577B', '20961S', '22698C', '22244X', '22952P', '22714G', '40016U', '21499T', '22150K', '48116K', '23281Z', '21672A', '23284M', '22467G', '23286O', '22533C', '21394I', '23175H', '22984H', '22867O', '23207R', '21559P', '21746N', '23122S', '21770E', '21385E', '23144I', '23078Y', '22969Z', '22084R', '22382I', '21326V', '23208E', '22087E', '23232F', '22908G', '23241W', '21519A', '22960K', '22077P', '23298Q', '23233W', '22144E', '22771L', '84970SL', '22729W', '35610AZ', '22303W', '35912BK', '21086B', '84970LF', '21916D', '84949O', '22661W', '22301J', '22716A', '22141S', '21930O', '84692Z', '22242L', '22147L', '47599AI', '84596FA', '20975Y', '84596BQ', '21976M', '22704P', '22697A', '22269G', '22029R', '84313CE', '84212C', '22245R', '21124F', '22738Y', '20726C', '16219C', '21845L', '22356T', '22556N', '21231K', '21877C', '23353X', '23326S', '16169EL', '22579W', '23307D', '18007N', '22557Z', '23366F', '22112V', '84997DC', '84997AH', '22585G', '16156SH']"
524475,"['22693N', '21967J', '22197J']"
124479,['84568Z']
24480,"['21829T', '22693N']"
75519,"['22151L', '20668K']"
375516,"['23084M', '84077K', '23343M']"
314487,"['21985C', '21982Y', '16156SH', '21497K', '22710N', '21967J', '22386V', '22086O', '23232F', '22197J', '22130P', '85099BJ', '22713C', '84946F', '21506J', '16161UB', '23077P', '21871Y', '23233W', '22952P', '22610S', '22910D', '23203B', '84978X', '21069U', '71459J', '22355U', '23117T', '22578A', '22158K', '21790Y', '23344R', '84755J', '23268O', '23201S', '21891R', '85099FC', '22178V', '22609U', '23199M', '22741O', '21213V', '23202Z', '21915K', '79323BM', '22577B', '23581R', '23571G', '21498M', '23570W', '84945I', '21500P', '84947R', '22045U', '85099CQ', '20719E', '22834J', '20724F', '23307D', '22585G', '71477B', '22659F', '22417M', '20668K', '23300F', '21108Z', '23321O', '21212D', '21499T', '16161PA', '23310X', '22867O', '21621T', '22558H', '22560W', '22865Y', '23270T', '23582G', '22065D', '22411U', '21495P', '21975B', '84988Y', '22029R', '23378J', '23230A', '22030B', '22993E', '22950F', '21326V', '84991R', '22379G', '22998M', '20723U', '21931F', '21181K', '23154P', '23206T', '23204B', '23365N', '22189I', '23367M', '21830E', '23318Z', '22704P', '21206X', '23157X', '23167J', '23200Y', '23231J', '23493H', '21232B', '22711H', '23301G', '23376B', '23309L', '21791H', '23078Y', '22961C', '21930O', '22986P', '22103E', '22102P', '22383K', '21983K', '22959R', '20971S', '22385P', '20728Z', '20727V', '22791E', '20725N', '84692Z', '84879M', '20712E', '84970SL', '84992D', '22909Z', '84997CQ', '18007N', '22418R', '16169EL', '22866X', '22856A', '22047L', '22771L', '21591D', '21121C', '22345K', '22344M', '21914B', '21080R', '22346F', '72741B', '21928E', '22343N', '47566Y', '21929W', '40016U']"
214488,['22616B']
14490,['22197J']
185508,"['22492E', '84879M']"
285507,"['85175B', '21891R', '21915K', '22440M']"
204498,"['22355U', '20724F', '23084M', '20719E', '72232C', '21620I', '23204B', '84992D', '22178V', '23206T', '20725N', '22356T', '20723U', '20728Z', '84755J', '21975B', '23209X', '22951B', '23205F', '22554P', '79323BM', '21731V', '20712E', '23203B', '22086O', '22030B', '23199M', '84879M', '23121M', '21918L', '22243L', '71459J', '21931F', '22489J', '23310X', '23293D', '22130P', '23201S', '47566Y', '22417M', '22326L', '20726C', '23268O', '22411U', '84978X', '22383K', '22418R', '21976M', '21213V', '23344R', '21121C', '22384W', '23077P', '23281Z', '22610S', '23076Z', '79321V', '20971S', '22556N', '22578A', '84029EX', '23294M', '23309L', '22712N', '22661W', '21124F', '84929V', '21080R', '23200Y', '22029R', '85099CQ', '22027K', '22741O', '21498M', '35961N', '22993E', '21166I', '22608F', '22609U', '22077P', '21930O', '22114V', '21385E', '21929W', '21326V', '62018W', '22726C', '21232B', '20974J', '22908G', '22910D', '23307D', '22728B', '22158K', '22558H', '20727V', '84692Z', '22998M', '84945I', '84946F', '23078Y', '21479J', '84970SL', '84991R', '23119M', '84997CQ', '84997DC', '22294U', '23122S', '23240L', '22467G', '21509I', '21791H', '23581R', '22577B', '23297N', '21422L', '20972O', '21810L', '23295P', '21672A', '21499T', '23298Q', '23245W', '23300F', '23123F', '22956D', '23296Z', '23301G', '22804V', '21669G', '23207R', '23202Z', '21507E', '21928E', '21394I', '23570W', '23290W', '22952P', '21790Y', '21871Y', '21889K', '21916D', '23321O', '23355Z', '22991T', '22907C', '23378J', '21390P', '21481J', '22992G', '23280V', '90057R', '23571G', '21122K', '22659F', '20992N', '71477B', '23582G', '79000Z', '20975Y', '22595D', '82583N', '82600H', '22561Z', '22557Z', '84596GP', '84947R', '84949O', '84970LF', '20718A', '22531M', '22491V', '22470E', '85099BJ', '16161PA', '22352Z', '22382I', '22662G', '75049LA', '21559P', '21137F', '22727B']"
4500,"['22536B', '21703M', '22533C', '21135E', '84988Y', '21977R', '21790Y', '23268O', '22492E', '22531M', '22489J', '85175B', '22540W', '21791H', '22546L', '22544C', '82583N', '22543G', '23270T', '84879M', '21918L', '62018W', '22659F', '21916D', '84755J', '22534C', '22158K', '22336O', '22335Z', '22535E', '84836J', '82580N', '71459J', '22992G', '22532Z', '23275I', '22561Z', '21982Y', '22548G', '23176Z', '22337H', '21900A', '23327C', '84929V', '23177K', '22418R', '22988D', '84950I', '23167J', '82600H', '21899D', '23203B', '22998M', '22578A', '21902W', '84992D', '21498M', '21166I', '23117T', '85106U', '85099CQ', '23193C', '35095AT', '23230A', '21891R', '22991T', '22197J', '35095BN', '21544W', '22910D', '75049LA', '79000Z', '22417M', '23077P', '22966E', '22945X', '84978X', '22601T', '22577B', '22077P', '71477B', '20972O', '21889K', '22560W', '79190BW', '84945I', '21673M', '23543B', '21931F', '23346H', '23292K', '23215I', '23201S', '23280V', '23345S', '23309L', '22741O', '22086O', '22603Q', '23207R', '20974J', '23510V', '22594A', '23307D', '22530D', '22386V', '22385P', '22384W', '23113X', '21122K', '84946F', '22970T', '21260A', '23157X', '23194R', '22993E', '22130P', '84976S', '22713C', '22712N', '22491V', '21928E', '21874B', '21499T', '85107Y', '22693N', '22411U', '48187N', '22244X', '23310X', '23507E', '22711H', '17003M', '21500P', '21873C', '21620I', '84313CE', '84406BH', '22413V', '21731V', '22971A', '22620B', '47566Y', '22571W', '22111I', '21174F', '22550H', '23202Z', '11001M', '22080D', '20971S', '20685H', '47593BL', '22355U', '21914B', '85049AF', '21670S', '23570W', '20727V', '22419N', '21912V', '21098K', '22037V', '23159Q', '22564D', '22191G', '23298Q', '23344R', '23229V', '21084K', '22493I', '21672A', '23166P', '23084M', '22549T', '85230EY', '22950F', '22792D', '79191CA', '22996P', '48194E', '21326V', '16216D', '47481G', '85230AJ', '21888F', '85230GS', '22078R', '85204U', '20725N', '20829J', '23192L', '22047L', '21985C', '22956D', '23356F', '22951B', '17084RT', '23318Z', '48173CT', '23291F', '23216U', '22916M', '23571G', '22662G', '22112V', '22918F', '23217N', '21787C', '85178F', '22892Z', '79160T', '22457C', '22904F', '22921W', '22109D', '23188L', '22294U', '23208E', '48188P', '82494LP', '23170S', '22231R', '22917U', '22579W', '22943F', '22771L', '72802CE', '21232B', '22919F', '82482D', '21169G', '23300F', '22090X', '22501Q', '21892U', '22383K', '22637S', '21523L', '22906G', '22745M', '22675S', '23529E', '23078Y', '21497K', '22663L', '22467G', '22469S', '22900U', '22488P', '22994B', '20726C', '23035A', '21668N', '48138T', '21395V', '21930O', '22772B', '22959R', '22960K', '22508O', '21908X', '20979K', '23232F', '21080R', '23220L', '22173N', '22494U', '23221X', '85206AI', '16033Z', '22697A', '22979P', '22948C', '22539E', '20977U', '23155O', '84692Z', '23198Y', '22690X', '85199SA', '22558H', '20985D', '22399O', '22981K', '23108J', '22867O', '23209X', '22984H', '22584Q', '82578R', '23367M', '47590AN', '21479J', '21485W', '47471B', '21165F', '21519A', '22672E', '21980L', '23582G', '23581R', '22704P', '21124F', '23434Y', '84970SL', '21890Y', '21136P', '21876I', '22698C', '23541C', '22661W', '21090G', '23536M', '23508J', '23535V', '21811V', '22699D', '22622G', '23526G', '82582N', '48116K', '23301G', '22088I', '23321O', '23284M', '21200G', '23308G', '21398J', '21192D', '21181K', '23076Z', '23531S', '22915G', '23024J', '72741B', '21671K', '72802BO', '21207W', '22766P', '16237N', '84375E', '21201F', '23004D', '79030GK', '20975Y', '82581P', '47590BU', '22999A', '21669G', '21287D', '21430A', '22907C', '21439F', '47591DY', '22952P', '22773H', '48184N', '40003X', '23530G', '22674G', '16161UB', '21394I', '21314Q', '21164D', '85152E', '22671U', '35953W', '22668V', '84313BG', '21621T', '21403N', '22596T', '23506M', '22466O', '22865Y', '23365N', '23525T', '23360X', '23355Z', '23189A', '22619G', '22048X', '22222C', '22070Y', '22071O', '21034O', '20674R', '23205F', '23319Q', '23299D', '23281Z', '84535AT', '85071CC', '85071BT', '20677D', '22114V', '20676O', '23231J', '85071AE', '22138G', '23366F', '22573R', '20711L', '23172Q', '21830E', '21843C', '20983Y', '23504V', '23503O', '23493H', '23445C', '23119M', '23132P', '23435M', '22382I', '21929W', '84508AE', '21955E', '22602D', '84970LF', '23370K', '23376B', '23371H', '22893O', '22633V', '23168M', '22343N', '20718A', '23165S']"
195498,"['22197J', '23005J', '22693N', '22065D']"
295497,['22693N']
394506,['85123AY']
294507,['20713F']
94509,['62018W']
5490,['20713F']
105489,"['22355U', '20724F', '20719E', '21212D', '23204B', '21620I', '20723U', '22178V', '21975B', '22951B', '22356T', '23206T', '21213V', '72232C', '20725N', '22554P', '21918L', '20728Z', '22030B', '21121C', '23205F', '84991R', '22998M', '22243L', '22086O', '23209X', '23121M', '22302N', '71459J', '22301J', '22303W', '84755J', '22300C', '22304I', '21976M', '21871Y', '21068Y', '23310X', '20712E', '21070F', '23268O', '62018W', '21066X', '22384W', '22383K', '23199M', '22417M', '35961N', '22489J', '23076Z', '23309L', '79321V', '22741O', '21931F', '22418R', '21498M', '20726C', '22661W', '21916D', '22328M', '21731V', '22411U', '22578A', '21124F', '84978X', '47566Y', '84029EX', '23119M', '22029R', '21080R', '22908G', '23281Z', '23200Y', '21790Y', '23344R', '22027K', '22993E', '22326L', '22558H', '85099CQ', '22577B', '84945I', '21385E', '22294U', '22114V', '22130P', '22352Z', '21872C', '22077P', '20718A', '21509I', '23122S', '22728B', '21810L', '22712N', '20972O', '20727V', '84970SL', '21232B', '23077P', '84946F', '23307D', '23294M', '23293D', '22556N', '22551F', '84692Z', '22467G', '23240L', '23203B', '23123F', '23078Y', '22466O', '22727B', '22961C', '22956D', '22804V', '22726C', '22659F', '22630B', '75049LA', '23581R', '22560W', '35095AT', '35095BN', '22382I', '22610S', '22662G', '23290W', '21977R', '21394I', '21166I', '84949O', '21137F', '21122K', '21928E', '21929W', '21930O', '21422L', '84997DC', '21936G', '20971S', '84997CQ', '16237N', '16161PA', '84929V', '21559P', '79323BM', '21669G', '21499T', '21479J', '21326V', '79030GK', '22771L', '21500P', '22714G', '21481J', '22772B', '21507E', '22962X', '21395V', '22834J', '22609U', '22910D', '21154F', '22966E', '22984H', '23280V', '23270T', '15056ND', '23295P', '23296Z', '23298Q', '23247Z', '23300F', '23301G', '23245W', '85175B', '20975Y', '23321O', '23202Z', '85099BJ', '21136P', '23355Z', '21231K', '21238G', '84970LF', '79000Z', '21899D', '21673M', '21917S', '84077K', '21900A', '22399O', '84029GV', '21874B', '84596GP', '22491V', '21704M', '22174M', '22333G', '79190BW', '22557Z', '21668N', '22158K', '23159Q', '23201S', '16045M', '21069U', '23171H', '23144I', '23155O', '21932M', '21078I', '21094A', '22112V', '22087E', '22075W', '21934D', '22028K', '20992N', '20984B', '22297H', '21937S', '20750C', '22245R', '22331U', '22041A', '23230A', '20711L', '22227K', '22131I', '21982Y', '21988M', '20717I', '22579W', '21902W', '21672A', '22729W', '21429E', '22531M', '22549T', '22663L', '21703M', '22629C', '21811V', '22621P', '22614B', '22613A', '22567D', '22608F', '22585G', '21746N', '22792D', '21218O', '21240N', '21519A', '22996P', '22994B', '21892U', '21891R', '21875C', '21242V', '22460J', '21818Q', '22419N', '22898W', '22457C', '22817Z', '22805C', '22645V', '90057R', '84997BG', '23319Q', '51014AW', '84596BQ', '35970L', '23571G', '84947R', '84380W', '51014CF', '23322J', '84987W', '23493H', '23297N', '23292K', '82494LP', '47503AN', '23582G', '23289K', '37370Z', '40016U']"
305487,['84568Z']
